"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.econjobrumors.com/topic/analytic-number-theorists-your-opinion-on-tks-claimed-disproof-of-the-rh/page/13","text/html; charset=UTF-8","200","OK","Indexable","","Analytic number theorists: your opinion on TK's claimed disproof of the RH ? « Economics Job Market Rumors","106","969","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Analytic number theorists: your opinion on TK's claimed disproof of the RH ?","76","Reply »","7","","","","","","","","","","43551","2557","449","5.695","89.126","Easy","34.058","1","","28","4","0","0.890","111","76","0","6","2","0","","","","","67c6e2dafc8ad7e4b05f815fe70909c2","0.096","","","","","1.1","https://www.econjobrumors.com/topic/analytic-number-theorists-your-opinion-on-tks-claimed-disproof-of-the-rh/page/13","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/analytic-number-theorists-your-opinion-on-tks-claimed-disproof-of-the-rh/page/14","text/html; charset=UTF-8","200","OK","Indexable","","Analytic number theorists: your opinion on TK's claimed disproof of the RH ? « Economics Job Market Rumors","106","969","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Analytic number theorists: your opinion on TK's claimed disproof of the RH ?","76","Reply »","7","","","","","","","","","","36961","1626","306","5.314","93.532","Very Easy","24.544","1","","30","5","0","1.120","110","75","0","0","0","0","","","","","125545888db0b73201cbb4002d7fddcc","0.089","","","","","1.1","https://www.econjobrumors.com/topic/analytic-number-theorists-your-opinion-on-tks-claimed-disproof-of-the-rh/page/14","2022-12-11 16:19:47"
"https://www.econjobrumors.com/register-ejmr.php","text/html; charset=UTF-8","200","OK","Indexable","","Economics Job Market Rumors","27","277","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Register for an EJMR Account","28","","0","","","","","","","","","","13197","391","244","1.602","34.710","Hard","25.467","1","","451","446","0","99.780","59","49","0","0","0","0","","","","","2807b4c81d6eb7d0810e81fce9aeefbe","0.058","","","","","1.1","https://www.econjobrumors.com/register-ejmr.php","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/request-a-thread-to-be-deleted-here","text/html; charset=UTF-8","200","OK","Indexable","","Moderation Policy « Economics Job Market Rumors","47","456","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Moderation Policy","17","Reply »","7","","","","","","","","","","37073","1685","344","4.898","81.114","Easy","27.291","1","","62","38","0","8.500","116","81","0","0","0","0","","","","","5e1c1ac9e4cf491ae7bc1d1af5f96480","0.128","","","","","1.1","https://www.econjobrumors.com/topic/request-a-thread-to-be-deleted-here","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/4","text/html; charset=UTF-8","200","OK","Indexable","","Claudia vows to sue Carl « Economics Job Market Rumors","54","515","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Claudia vows to sue Carl","24","Reply »","7","","","","","","","","","","31110","922","213","4.329","94.719","Very Easy","16.668","1","","30","5","0","1.120","110","75","0","1","1","0","","","","","bc8705214a9df539b3d4da7ff3f9766f","0.077","","","","","1.1","https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/4","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/applied-economics-letters/page/6","text/html; charset=UTF-8","200","OK","Indexable","","Applied economics letters « Economics Job Market Rumors","55","528","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Applied economics letters","25","Reply","5","","","","","","","","","","21095","662","139","4.763","85.836","Easy","18.767","1","","39","8","0","1.790","81","54","0","0","0","0","","","","","c05bf7149db41fe35aa94360de9e27c6","0.075","","","","","1.1","https://www.econjobrumors.com/topic/applied-economics-letters/page/6","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/3","text/html; charset=UTF-8","200","OK","Indexable","","Claudia vows to sue Carl « Economics Job Market Rumors","54","515","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Claudia vows to sue Carl","24","Reply »","7","","","","","","","","","","33526","1300","271","4.797","95.891","Very Easy","21.629","1","","30","5","0","1.120","111","76","0","0","0","0","","","","","21bc2e682532fef67d1c7851af2dd0d4","0.186","","","","","1.1","https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/3","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/applied-economics-letters/page/5","text/html; charset=UTF-8","200","OK","Indexable","","Applied economics letters « Economics Job Market Rumors","55","528","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Applied economics letters","25","Reply »","7","","","","","","","","","","34019","1439","294","4.895","90.988","Very Easy","23.423","1","","30","5","0","1.120","110","75","0","0","0","0","","","","","d826b7f84d9029595e03c00253fd321e","0.189","","","","","1.1","https://www.econjobrumors.com/topic/applied-economics-letters/page/5","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/any-call-from-china-school","text/html; charset=UTF-8","200","OK","Indexable","","Any Call from China School? « Economics Job Market Rumors","57","546","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Any Call from China School?","27","Reply »","7","","","","","","","","","","29025","600","166","3.614","100.000","Very Easy","11.046","1","","26","3","0","0.670","108","74","0","0","0","0","","","","","f49eb2f28c42516192c97f520ddcd553","0.080","","","","","1.1","https://www.econjobrumors.com/topic/any-call-from-china-school","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/5","text/html; charset=UTF-8","200","OK","Indexable","","Claudia vows to sue Carl « Economics Job Market Rumors","54","515","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Claudia vows to sue Carl","24","Reply","5","","","","","","","","","","28845","811","200","4.055","94.231","Very Easy","16.154","1","","58","7","0","1.570","103","54","0","1","1","0","","","","","3e3a979007de90353763e00d19efe0bc","0.078","","","","","1.1","https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/5","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/applied-economics-letters/page/3","text/html; charset=UTF-8","200","OK","Indexable","","Applied economics letters « Economics Job Market Rumors","55","528","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Applied economics letters","25","Reply »","7","","","","","","","","","","33185","1282","269","4.766","96.413","Very Easy","21.186","1","","30","5","0","1.120","111","76","0","0","0","0","","","","","254ad11e9bb1befc3ca9d7696394f625","0.085","","","","","1.1","https://www.econjobrumors.com/topic/applied-economics-letters/page/3","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/cs-master-after-phd-in-pure-math","text/html; charset=UTF-8","200","OK","Indexable","","CS master After PhD in pure math « Economics Job Market Rumors","62","600","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","CS master After PhD in pure math","32","Reply »","7","","","","","","","","","","35153","1665","295","5.644","97.554","Very Easy","25.533","1","","26","3","0","0.670","108","74","0","0","0","0","","","","","c0e25856df0dcc147d660c3c5012d253","0.083","","","","","1.1","https://www.econjobrumors.com/topic/cs-master-after-phd-in-pure-math","2022-12-11 16:19:47"
"https://www.econjobrumors.com/wiki.php?h=1670666616","text/html; charset=UTF-8","200","OK","Indexable","","Economics Job Market Updates / Wiki","35","338","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","Economics Job Market Wiki","25","Add Job","7","","0","","","","","","","","","","139216","3540","1116","3.172","97.053","Very Easy","18.849","1","","7","4","0","0.890","714","704","0","12","12","0","","","","","6aadd97dc1f1c60ad2999bda13547f34","0.071","","","","","1.1","https://www.econjobrumors.com/wiki.php?h=1670666616","2022-12-11 16:19:47"
"https://www.econjobrumors.com/topic/applied-economics-letters/page/4","text/html; charset=UTF-8","200","OK","Indexable","","Applied economics letters « Economics Job Market Rumors","55","528","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Applied economics letters","25","Reply »","7","","","","","","","","","","33056","1248","262","4.763","98.216","Very Easy","20.299","1","","30","5","0","1.120","111","76","0","0","0","0","","","","","b85ea3af451f172a6f278e1d4dae6394","0.080","","","","","1.1","https://www.econjobrumors.com/topic/applied-economics-letters/page/4","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/which-is-classier-home-depot-or-lowes","text/html; charset=UTF-8","200","OK","Indexable","","Which is classier: Home Depot or Lowe's? « Economics Job Market Rumors","70","665","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Which is classier: Home Depot or Lowe's?","40","Reply »","7","","","","","","","","","","29531","692","183","3.781","100.000","Very Easy","12.977","1","","26","3","0","0.670","107","73","0","0","0","0","","","","","64641445552e440a338cde49c3d0ef6","0.098","","","","","1.1","https://www.econjobrumors.com/topic/which-is-classier-home-depot-or-lowes","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/world-bank-group-ypp-2023","text/html; charset=UTF-8","200","OK","Indexable","","World Bank Group YPP 2023 « Economics Job Market Rumors","55","548","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","World Bank Group YPP 2023","25","Reply »","7","","","","","","","","","","40187","2257","392","5.758","80.782","Easy","33.522","1","","29","4","0","0.890","108","74","0","5","3","0","","","","","69cbc2b3235a6ce211b4282eef2a1692","0.086","","","","","1.1","https://www.econjobrumors.com/topic/world-bank-group-ypp-2023","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/2","text/html; charset=UTF-8","200","OK","Indexable","","Claudia vows to sue Carl « Economics Job Market Rumors","54","515","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Claudia vows to sue Carl","24","Reply »","7","","","","","","","","","","36865","1877","347","5.409","92.361","Very Easy","27.702","1","","30","5","0","1.120","110","75","0","0","0","0","","","","","bb7dbfaaac5c2a16f60231bb3144ee","0.081","","","","","1.1","https://www.econjobrumors.com/topic/claudia-vows-to-sue-carl/page/2","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/faculty-that-live-in-other-cities","text/html; charset=UTF-8","200","OK","Indexable","","Faculty that live in other cities « Economics Job Market Rumors","63","563","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Faculty that live in other cities","33","Reply »","7","","","","","","","","","","35058","1697","303","5.601","86.689","Easy","26.709","1","","29","4","0","0.890","107","73","0","0","0","0","","","","","34d6e372f1275bc00cb5ba065a9d093f","0.082","","","","","1.1","https://www.econjobrumors.com/topic/faculty-that-live-in-other-cities","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/official-marketing-jm-2023-thread/page/2","text/html; charset=UTF-8","200","OK","Indexable","","Official Marketing JM 2023 Thread « Economics Job Market Rumors","63","605","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Official Marketing JM 2023 Thread","33","Reply »","7","","","","","","","","","","36388","1698","350","4.851","100.000","Very Easy","25.314","1","","30","5","0","1.120","110","75","0","2","1","0","","","","","d2fc8449461550303f7766e43e2ecf8e","0.083","","","","","1.1","https://www.econjobrumors.com/topic/official-marketing-jm-2023-thread/page/2","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/official-marketing-jm-2023-thread/page/3","text/html; charset=UTF-8","200","OK","Indexable","","Official Marketing JM 2023 Thread « Economics Job Market Rumors","63","605","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Official Marketing JM 2023 Thread","33","Reply »","7","","","","","","","","","","36379","1741","323","5.390","95.237","Very Easy","26.564","1","","28","4","0","0.890","111","76","0","0","0","0","","","","","9369df39c0d8c0493301d6881ea7e6a9","0.088","","","","","1.1","https://www.econjobrumors.com/topic/official-marketing-jm-2023-thread/page/3","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/new-pentagon-estimate-shows-russia-has-massed-almost-600k-troops","text/html; charset=UTF-8","200","OK","Indexable","","New Pentagon estimate shows Russia has massed almost 600k troops « Economics Job Market Rumors","94","928","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","New Pentagon estimate shows Russia has massed almost 600k troops","64","Reply »","7","","","","","","","","","","42037","2594","447","5.803","87.547","Easy","34.461","1","","30","5","0","1.120","108","74","0","0","0","0","","","","","d87142e127cc6226ceee1233ab3a2dcc","0.088","","","","","1.1","https://www.econjobrumors.com/topic/new-pentagon-estimate-shows-russia-has-massed-almost-600k-troops","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/accounting-2017-18-market","text/html; charset=UTF-8","200","OK","Indexable","","Accounting 2017-18 market « Economics Job Market Rumors","55","542","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Accounting 2017-18 market","25","Reply »","7","","","","","","","","","","34744","1606","381","4.215","100.000","Very Easy","24.596","1","","25","2","0","0.450","108","74","0","0","0","0","","","","","3648ed0d728b0feebedac043018f7d31","0.088","","","","","1.1","https://www.econjobrumors.com/topic/accounting-2017-18-market","2022-12-11 16:19:48"
"https://www.econjobrumors.com/topic/request-a-thread-to-be-deleted-here/page/21","text/html; charset=UTF-8","200","OK","Indexable","","Moderation Policy « Economics Job Market Rumors","47","456","","0","0","economics, economist, finance, econometrics, forum, jobs, phd, professor, trading, banking","90","","0","Moderation Policy","17","Reply","5","","","","","","","","","","20264","578","130","4.446","91.376","Very Easy","17.432","1","","37","8","0","1.790","80","55","0","0","0","0","","","","","9b38651d8ec922d3393a50b3edba11da","0.115","","","","","1.1","https://www.econjobrumors.com/topic/request-a-thread-to-be-deleted-here/page/21","2022-12-11 16:19:48"
